,Family,Order,Clade,Clade_2,Clade_3_for_arcs,Genus,Species,Nectary,Structured,Source,URL,Placement,Developmental.stage,Hydathode,Aerophore,Notes,Herbarium,Leaf_area_ellipse_mm,Growth_habit_E1_T0,rhizome_form,Rhizome_form_dual_state,rhizome_diamter_mm,Stipe_diamter_mm,Root_diam_mm,internode.length_mm,HC_reduced_states_no_soldic,Growth_habit_E1_T0_Arb2_climb_3
2273,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_ambroseae,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2274,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_amurensis,No,NA,"Nelson et al., 2018",,,,NA,,,,7669.431,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2275,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_anadroma,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2276,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_annamensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2277,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_antarctica,No,NA,"Nelson et al., 2018",,,,NA,,,,9952.9815,0,NA,NA,NA,NA,,,Dictyostele,0
2278,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_anthracinisquama,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2279,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_apiciflora,No,NA,"Nelson et al., 2018",,,,NA,,,,19085.22,0,NA,NA,NA,NA,,,NA,0
2280,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_aquilinoides,No,NA,"Nelson et al., 2018",,,,NA,,,,38641.68,0,NA,NA,NA,NA,,,Dictyostele,0
2281,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_ardechensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2282,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_arguta,No,NA,"Nelson et al., 2018",,,,NA,,,,8580.495,0,NA,NA,NA,NA,,,Dictyostele,0
2283,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_athamantica,No,NA,"Nelson et al., 2018",,,,NA,,,,9032.1,0,NA,NA,NA,NA,,,Dictyostele,0
2284,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_atrata,No,NA,"Nelson et al., 2018",,,,NA,,,,5399.625,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2285,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_barbigera,No,NA,"Nelson et al., 2018",,,,NA,,,,12644.94,0,caespitose,non-rhizomatous,NA,NA,,,Dictyostele,0
2286,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_basisora,No,NA,"Nelson et al., 2018",,,,NA,,,,13744.5,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2287,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_benedictii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2288,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_bernieri,No,NA,"Nelson et al., 2018",,,,NA,,,,21205.8,0,NA,NA,NA,NA,,,Dictyostele,0
2289,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_blanfordii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2290,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_bodinieri,No,NA,"Nelson et al., 2018",,,,NA,,,,26860.68,0,NA,NA,NA,NA,,,Dictyostele,0
2291,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_bojeri,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2292,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_borreri,No,NA,"Nelson et al., 2018",,,,NA,,,,4084.08,0,NA,NA,NA,NA,,,Dictyostele,0
2293,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_cacaina,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2294,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_cambrensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2295,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_campyloptera,No,NA,"Nelson et al., 2018",,,,NA,,,,10161.1125,0,NA,NA,NA,NA,,,Dictyostele,0
2296,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_carthusiana,No,NA,"Nelson et al., 2018",,,,NA,,,,7068.6,0,erect or obliquely ascending,NA,NA,NA,,,Dictyostele,0
2297,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_caucasica,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2298,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_caudipinna,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2299,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_celsa,No,NA,"Nelson et al., 2018",,,,NA,,,,16346.1375,0,NA,NA,NA,NA,,,Dictyostele,0
2300,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_championii,No,NA,"Nelson et al., 2018",,,,NA,,,,16689.75,0,ascending or erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2301,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_chinensis,No,NA,"Nelson et al., 2018",,,,NA,,,,3063.06,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2302,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_christensenae,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,12.5,3,,,NA,0
2303,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_chrysocoma,No,NA,"Nelson et al., 2018",,,,NA,,,,13253.625,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2304,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_cinnamomea,No,NA,"Nelson et al., 2018",,,,NA,,,,2544.696,0,NA,NA,NA,NA,,,Dictyostele,0
2305,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_clarkei,No,NA,"Nelson et al., 2018",,,,NA,,,,5419.26,0,NA,NA,NA,NA,,,NA,0
2306,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_clintoniana,No,NA,"Nelson et al., 2018",,,,NA,,,,9110.64,0,NA,NA,NA,NA,,,Dictyostele,0
2307,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_cochleata,No,NA,"Nelson et al., 2018",,,,NA,,,,10720.71,0,creeping,rhizomatous,NA,NA,,,Dictyostele,0
2308,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_cognata,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2309,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_commixta,No,NA,"Nelson et al., 2018",,,,NA,,,,12370.05,0,creeping; scales of  and stipe base dense,rhizomatous,NA,NA,,,Dictyostele,0
2310,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_comorensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2311,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_conjugata,No,NA,"Nelson et al., 2018",,,,NA,,,,19635,0,creeping,rhizomatous,NA,NA,,,Dictyostele,0
2312,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_coreanomontana,No,NA,"Nelson et al., 2018",,,,NA,,,,16787.925,0,NA,NA,NA,NA,,,Dictyostele,0
2313,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_corleyi,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2314,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_costalisora,No,NA,"Nelson et al., 2018",,,,NA,,,,2552.55,0,obliquely ascending,non-rhizomatous,NA,NA,,,Dictyostele,0
2315,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_crassirhizoma,No,NA,"Nelson et al., 2018",,,,NA,,,,19438.65,0,erect or obliquely ascending,NA,NA,NA,,,Dictyostele,0
2316,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_crinalis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2317,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_crispifolia,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2318,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_cristata,No,NA,"Nelson et al., 2018",,,,NA,,,,4123.35,0,NA,NA,NA,NA,,,Dictyostele,0
2319,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_cycadina,No,NA,"Nelson et al., 2018",,,,NA,,,,3730.65,0,and stipe base erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2320,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_cyclopeltidiformis,No,NA,"Nelson et al., 2018",,,,NA,,,,2670.36,0,widely creeping,NA,NA,NA,,,Dictyostele,0
2321,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_decipiens,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2322,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_dehuaensis,No,NA,"Nelson et al., 2018",,,,NA,,,,15118.95,0,ascending,non-rhizomatous,NA,NA,,,Dictyostele,0
2323,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_deweveri,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2324,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_dickinsii,No,NA,"Nelson et al., 2018",,,,NA,,,,4516.05,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2325,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_dicksonioides,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2326,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_diffracta,No,NA,"Nelson et al., 2018",,,,NA,,,,15315.3,0,with dense dark brown scales.,NA,10,NA,,,Dictyostele,0
2327,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_dilatata,No,NA,"Nelson et al., 2018",,,,NA,,,,25034.625,0,NA,NA,NA,NA,,,Dictyostele,0
2328,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_dracomontana,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2329,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_ebinoensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2330,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_erythrosora,No,NA,"Nelson et al., 2018",,,,NA,,,,11781,0,ascending,non-rhizomatous,35,3.5,,,Dictyostele,0
2331,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_expansa,No,NA,"Nelson et al., 2018",,,,NA,,,,21205.8,0,obliquely ascending or creeping,non-rhizomatous,NA,NA,,,Dictyostele,0
2332,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_fadenii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2333,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_fatuhivensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2334,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_filix-mas,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2335,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_flaccisquama,No,NA,"Nelson et al., 2018",,,,NA,,,,28274.4,1,NA,NA,NA,NA,,,Dictyostele,1
2336,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_formosana,No,NA,"Nelson et al., 2018",,,,NA,,,,9719.325,0,ascending,non-rhizomatous,NA,NA,,,Dictyostele,0
2337,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_fragrans,No,NA,"Nelson et al., 2018",,,,NA,,,,632.247,0,erect or obliquely ascending,NA,NA,NA,,,Dictyostele,0
2338,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_fuscipes,No,NA,"Nelson et al., 2018",,,,NA,,,,10210.2,0,ascending,non-rhizomatous,30,NA,,,Dictyostele,0
2339,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_fuscoatra,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2340,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_futura,No,NA,"Nelson et al., 2018",,,,NA,,,,16738.8375,0,NA,NA,NA,NA,,,Dictyostele,0
2341,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_gamblei,No,NA,"Nelson et al., 2018",,,,NA,,,,37699.2,0,NA,NA,NA,NA,,,Dictyostele,0
2342,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_glabra,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2343,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_glandulosopaleata,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2344,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_goeringiana,No,NA,"Nelson et al., 2018",,,,NA,,,,15118.95,0,creeping,rhizomatous,NA,NA,,,Dictyostele,0
2345,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_goldieana,No,NA,"Nelson et al., 2018",,,,NA,,,,16738.8375,0,NA,NA,NA,NA,,,Dictyostele,0
2346,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_guanchica,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2347,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_guangxiensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2348,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_gymnophylla,No,NA,"Nelson et al., 2018",,,,NA,,,,14677.1625,0,creeping,rhizomatous,NA,NA,,,Dictyostele,0
2349,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_gymnosora,No,NA,"Nelson et al., 2018",,,,NA,,,,11781,0,NA,NA,NA,NA,,,Dictyostele,0
2350,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_hadanoi,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2351,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_handeliana,No,NA,"Nelson et al., 2018",,,,NA,,,,4172.4375,0,erect; scales of  and lower part of stipe dense,NA,NA,NA,,,Dictyostele,0
2352,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_hangchowensis,No,NA,"Nelson et al., 2018",,,,NA,,,,4663.3125,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2353,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_hasseltii,No,NA,"Nelson et al., 2018",,,,NA,,,,21205.8,0,short,NA,NA,NA,,,Dictyostele,0
2354,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_hawaiiensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2355,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_hendersonii,No,NA,"Nelson et al., 2018",,,,NA,,,,14490.63,0,short,NA,NA,22.5,,,Dictyostele,0
2356,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_heterolaena,No,NA,"Nelson et al., 2018",,,,NA,,,,19635,0,NA,NA,NA,NA,,,NA,0
2357,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_himachalensis,No,NA,"Nelson et al., 2018",,,,NA,,,,5566.5225,0,widely creeping,NA,NA,NA,,,Dictyostele,0
2358,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_hirtipes,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2359,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_holttumii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2360,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_hondoensis,No,NA,"Nelson et al., 2018",,,,NA,,,,14726.25,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2361,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_huberi,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2362,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_hypolepioides,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2363,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_inaequalis,No,NA,"Nelson et al., 2018",,,,NA,,,,15708,0,NA,NA,NA,NA,,,Dictyostele,0
2364,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_indusiata,No,NA,"Nelson et al., 2018",,,,NA,,,,10602.9,0,ascending,non-rhizomatous,30,2.5,,,Dictyostele,0
2365,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_insularis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2366,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_integriloba,No,NA,"Nelson et al., 2018",,,,NA,,,,12811.8375,0,ascending,non-rhizomatous,NA,NA,,,Dictyostele,0
2367,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_intermedia,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2368,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_jishouensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2369,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_juxtaposita,No,NA,"Nelson et al., 2018",,,,NA,,,,7068.6,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2370,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_karwinskyana,No,NA,"Nelson et al., 2018",,,,NA,,,,5654.88,0,NA,NA,NA,NA,,,Dictyostele,0
2371,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_katangaensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2372,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_kawakamii,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,NA,0
2373,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_kilemensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2374,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_kinkiensis,No,NA,"Nelson et al., 2018",,,,NA,,,,8590.3125,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2375,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_kinokuniensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2376,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_knoblochii,No,NA,"Nelson et al., 2018",,,,NA,,,,3387.0375,0,NA,NA,NA,NA,,,Dictyostele,0
2377,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_koidzumiana,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,0,NA,NA,NA,NA,,,Dictyostele,0
2378,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_komarovii,No,NA,"Nelson et al., 2018",,,,NA,,,,2827.44,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2379,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_labordei,No,NA,"Nelson et al., 2018",,,,NA,,,,10161.1125,0,ascending,non-rhizomatous,NA,NA,,,Dictyostele,0
2380,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_lacera,No,NA,"Nelson et al., 2018",,,,NA,,,,30237.9,0,NA,NA,NA,NA,,,Dictyostele,0
2381,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_lachoongensis,No,NA,"Nelson et al., 2018",,,,NA,,,,15118.95,0,erect,non-rhizomatous,NA,NA,,,Dictyostele,0
2382,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_lepidopoda,No,NA,"Nelson et al., 2018",,,,NA,,,,18024.93,0,erect or obliquely ascending,NA,NA,NA,,,Dictyostele,0
2383,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_lepidorachis,No,NA,"Nelson et al., 2018",,,,NA,,,,11290.125,0,ascending,non-rhizomatous,NA,NA,,,Dictyostele,0
2384,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_lewalleana,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2385,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dryopteris,Dryopteris_liangkwangensis,No,NA,"Nelson et al., 2018",,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
