,Family,Order,Clade,Clade_2,Clade_3_for_arcs,Genus,Species,Nectary,Nelson_EFN_genuslevel,Structured,Source,URL,Placement,Developmental.stage,Hydathode,Aerophore,Notes,Herbarium
418,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_viguieri,NA,1,NA,,,,,NA,,,
419,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_walkerae,NA,1,NA,,,,,NA,,,
420,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_weidenbrueckii,NA,1,NA,,,,,NA,,,
421,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_wengiensis,NA,1,NA,,,,,NA,,,
422,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_woodwardioides,NA,1,NA,,,,,NA,,,
423,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_woollsiana,NA,1,NA,,,,,NA,,,
478,Thelypteridaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Amblovenatum,Amblovenatum_opulentum,NA,NA,NA,,,,,NA,,,
479,Thelypteridaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Amblovenatum,Amblovenatum_terminans,NA,NA,NA,,,,,NA,,,
480,Thelypteridaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Ampelopteris,Ampelopteris_prolifera,NA,NA,NA,,,,,NA,,,
587,Thelypteridaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Anisocampium,Anisocampium_cumingianum,NA,NA,NA,,,,,NA,,,
588,Thelypteridaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Anisocampium,Anisocampium_cuspidatum,NA,NA,NA,,,,,NA,,,
589,Thelypteridaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Anisocampium,Anisocampium_niponicum,NA,NA,NA,,,,,NA,,,
590,Thelypteridaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Anisocampium,Anisocampium_sheareri,NA,NA,NA,,,,,NA,,,
593,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Antrophyopsis,Antrophyopsis_bivittata,NA,NA,NA,,,,,NA,,,
594,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Antrophyopsis,Antrophyopsis_boryana,NA,NA,NA,,,,,NA,,,
595,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Antrophyopsis,Antrophyopsis_gigantea,NA,NA,NA,,,,,NA,,,
596,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Antrophyopsis,Antrophyopsis_manniana,NA,NA,NA,,,,,NA,,,
664,Polypodiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Archigrammitis,Archigrammitis_friderici-et-pauli,NA,NA,NA,,,,,NA,,,
665,Polypodiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Archigrammitis,Archigrammitis_marquesensis,NA,NA,NA,,,,,NA,,,
666,Polypodiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Archigrammitis,Archigrammitis_ponapensis,NA,NA,NA,,,,,NA,,,
667,Polypodiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Archigrammitis,Archigrammitis_tahitensis,NA,NA,NA,,,,,NA,,,
687,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Arthrobotrya,Arthrobotrya_articulata,NA,NA,NA,,,,,NA,,,
688,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Arthrobotrya,Arthrobotrya_brightiae,NA,NA,NA,,,,,NA,,,
689,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Arthrobotrya,Arthrobotrya_wilkesiana,NA,NA,NA,,,,,NA,,,
701,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Ascogrammitis,Ascogrammitis_anfractuosa,NA,NA,NA,,,,,NA,,,
702,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Ascogrammitis,Ascogrammitis_angustipes,NA,NA,NA,,,,,NA,,,
703,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Ascogrammitis,Ascogrammitis_athyrioides,NA,NA,NA,,,,,NA,,,
704,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Ascogrammitis,Ascogrammitis_clathrata,NA,NA,NA,,,,,NA,,,
705,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Ascogrammitis,Ascogrammitis_clavigera,NA,NA,NA,,,,,NA,,,
706,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Ascogrammitis,Ascogrammitis_colombiensis,NA,NA,NA,,,,,NA,,,
707,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Ascogrammitis,Ascogrammitis_cuencana,NA,NA,NA,,,,,NA,,,
708,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Ascogrammitis,Ascogrammitis_david-smithii,NA,NA,NA,,,,,NA,,,
709,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Ascogrammitis,Ascogrammitis_dilatata,NA,NA,NA,,,,,NA,,,
710,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Ascogrammitis,Ascogrammitis_lehnertii,NA,NA,NA,,,,,NA,,,
711,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Ascogrammitis,Ascogrammitis_loxensis,NA,NA,NA,,,,,NA,,,
712,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Ascogrammitis,Ascogrammitis_nana,NA,NA,NA,,,,,NA,,,
713,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Ascogrammitis,Ascogrammitis_pichinchae,NA,NA,NA,,,,,NA,,,
714,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Ascogrammitis,Ascogrammitis_pichinchensis,NA,NA,NA,,,,,NA,,,
1121,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_andinum,NA,NA,NA,,,,,NA,,,
1122,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_colensoi,NA,NA,NA,,,,,NA,,,
1123,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_divergens,NA,NA,NA,,,,,NA,,,
1124,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_durum,NA,NA,NA,,,,,NA,,,
1125,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_fernandezianum,NA,NA,NA,,,,,NA,,,
1126,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_lanceolatum,NA,NA,NA,,,,,NA,,,
1127,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_lechleri,NA,NA,NA,,,,,NA,,,
1128,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_lehmannii,NA,NA,NA,,,,,NA,,,
1129,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_lherminieri,NA,NA,NA,,,,,NA,,,
1130,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_melanocaulon,NA,NA,NA,,,,,NA,,,
1131,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_membranaceum,NA,NA,NA,,,,,NA,,,
1132,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_microphyllum,NA,NA,NA,,,,,NA,,,
1133,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_norfolkianum,NA,NA,NA,,,,,NA,,,
1134,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_patersonii,NA,NA,NA,,,,,NA,,,
1135,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_penna-marina,NA,NA,NA,,,,,NA,,,
1136,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_raiateense,NA,NA,NA,,,,,NA,,,
1137,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_squamipes,NA,NA,NA,,,,,NA,,,
1138,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_stoloniferum,NA,NA,NA,,,,,NA,,,
1139,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_vieillardii,NA,NA,NA,,,,,NA,,,
1140,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Austroblechnum,Austroblechnum_wardiae,NA,NA,NA,,,,,NA,,,
1149,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Baja,Baja_brandegeei,NA,NA,NA,,,,,NA,,,
1150,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnidium,Blechnidium_melanopus,NA,NA,NA,,,,,NA,,,
1151,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnopsis,Blechnopsis_finlaysoniana,NA,NA,NA,,,,,NA,,,
1152,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Blechnopsis,Blechnopsis_orientalis,NA,NA,NA,,,,,NA,,,
1214,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Bosmania,Bosmania_lastii,NA,NA,NA,,,,,NA,,,
1215,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Bosmania,Bosmania_membranacea,NA,NA,NA,,,,,NA,,,
1250,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Calciphilopteris,Calciphilopteris_ludens,NA,NA,NA,,,,,NA,,,
1344,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Cerosora,Cerosora_argentea,NA,NA,NA,,,,,NA,,,
1345,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Cerosora,Cerosora_microphylla,NA,NA,NA,,,,,NA,,,
1394,Ophioglossaceae,NA,NA,NA,NA,Cheiroglossa,Cheiroglossa_palmata,NA,NA,NA,,,,,NA,,,
1419,Marattiaceae,Marattiales,Marattiales,Marattiales,Marattiales,Christensenia,Christensenia_aesculifolia,NA,NA,NA,,,,,NA,,,
1431,Osmundaceae,Osmundales,NA,NA,NA,Claytosmunda,Claytosmunda_claytoniana,NA,NA,NA,,,,,NA,,,
1432,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Cleistoblechnum,Cleistoblechnum_eburneum,NA,NA,NA,,,,,NA,,,
1470,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Cranfillia,Cranfillia_bakeri,NA,NA,NA,,,,,NA,,,
1471,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Cranfillia,Cranfillia_caudata,NA,NA,NA,,,,,NA,,,
1472,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Cranfillia,Cranfillia_fluviatilis,NA,NA,NA,,,,,NA,,,
1473,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Cranfillia,Cranfillia_fullagari,NA,NA,NA,,,,,NA,,,
1474,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Cranfillia,Cranfillia_hirsuta,NA,NA,NA,,,,,NA,,,
1475,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Cranfillia,Cranfillia_nigra,NA,NA,NA,,,,,NA,,,
1476,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Cranfillia,Cranfillia_opaca,NA,NA,NA,,,,,NA,,,
1477,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Cranfillia,Cranfillia_pilosa,NA,NA,NA,,,,,NA,,,
1478,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Cranfillia,Cranfillia_sampaioana,NA,NA,NA,,,,,NA,,,
1479,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Cranfillia,Cranfillia_vulcanica,NA,NA,NA,,,,,NA,,,
1578,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_abrapatriciana,NA,1,NA,,,,,NA,,,
1580,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_aemula,NA,1,NA,,,,,NA,,,
1588,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_arnecornelii,NA,1,NA,,,,,NA,,,
1589,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_ars,NA,1,NA,,,,,NA,,,
1591,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_assurgens,NA,1,NA,,,,,NA,,,
1599,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_brucei,NA,1,NA,,,,,NA,,,
1600,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_calamitatis,NA,1,NA,,,,,NA,,,
1602,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_catacampta,NA,1,NA,,,,,NA,,,
1603,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_catenata,NA,1,NA,,,,,NA,,,
1604,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_chimaera,NA,1,NA,,,,,NA,,,
1605,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_chiricana,NA,1,NA,,,,,NA,,,
1606,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_chocoensis,NA,1,NA,,,,,NA,,,
1608,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_cicatricosa,NA,1,NA,,,,,NA,,,
1614,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_crenata,NA,1,NA,,,,,NA,,,
1615,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_croftii,NA,1,NA,,,,,NA,,,
1617,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_cystolepis,NA,1,NA,,,,,NA,,,
1623,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_diabolica,NA,1,NA,,,,,NA,,,
1626,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_dombeyi,NA,1,NA,,,,,NA,,,
1630,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_estelae,NA,1,NA,,,,,NA,,,
1632,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_feeana,NA,1,NA,,,,,NA,,,
1634,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_frondosa,NA,1,NA,,,,,NA,,,
1643,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_holdridgeana,NA,1,NA,,,,,NA,,,
1650,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_latevagans,NA,1,NA,,,,,NA,,,
1652,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_leucofolis,NA,1,NA,,,,,NA,,,
1655,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_lindigii,NA,1,NA,,,,,NA,,,
1658,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_margarita,NA,1,NA,,,,,NA,,,
1660,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_meridensis,NA,1,NA,,,,,NA,,,
1669,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_myriotricha,NA,1,NA,,,,,NA,,,
1672,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_nigripes,NA,1,NA,,,,,NA,,,
1673,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_notabilis,NA,1,NA,,,,,NA,,,
1674,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_obnoxia,NA,1,NA,,,,,NA,,,
1675,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_oreopteroides,NA,1,NA,,,,,NA,,,
1676,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_palaciosii,NA,1,NA,,,,,NA,,,
1677,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_pallescens,NA,1,NA,,,,,NA,,,
1680,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_patens,NA,1,NA,,,,,NA,,,
1681,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_pauciflora,NA,1,NA,,,,,NA,,,
1682,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_peladensis,NA,1,NA,,,,,NA,,,
1683,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_petiolata,NA,1,NA,,,,,NA,,,
1684,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_phalaenolepis,NA,1,NA,,,,,NA,,,
1685,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_phalerata,NA,1,NA,,,,,NA,,,
1686,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_pilosissima,NA,1,NA,,,,,NA,,,
1687,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_pinnula,NA,1,NA,,,,,NA,,,
1689,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_platylepis,NA,1,NA,,,,,NA,,,
1690,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_plicata,NA,1,NA,,,,,NA,,,
1692,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_povedae,NA,1,NA,,,,,NA,,,
1693,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_praecincta,NA,1,NA,,,,,NA,,,
1694,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_praetermissa,NA,1,NA,,,,,NA,,,
1695,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_punctata,NA,1,NA,,,,,NA,,,
1698,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_rojasiana,NA,1,NA,,,,,NA,,,
1699,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_rufa,NA,1,NA,,,,,NA,,,
1700,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_rufescens,NA,1,NA,,,,,NA,,,
1704,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_singularis,NA,1,NA,,,,,NA,,,
1705,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_speciosa,NA,1,NA,,,,,NA,,,
1706,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_spectabilis,NA,1,NA,,,,,NA,,,
1707,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_squamipes,NA,1,NA,,,,,NA,,,
1708,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_squamulosa,NA,1,NA,,,,,NA,,,
1709,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_stolzeana,NA,1,NA,,,,,NA,,,
1710,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_stolzei,NA,1,NA,,,,,NA,,,
1711,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_straminea,NA,1,NA,,,,,NA,,,
1713,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_surinamensis,NA,1,NA,,,,,NA,,,
1714,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_tejedoris,NA,1,NA,,,,,NA,,,
1716,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_thelypteroides,NA,1,NA,,,,,NA,,,
1717,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_tortuosa,NA,1,NA,,,,,NA,,,
1718,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_traillii,NA,1,NA,,,,,NA,,,
1719,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_tryonorum,NA,1,NA,,,,,NA,,,
1720,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_uleana,NA,1,NA,,,,,NA,,,
1721,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_ulei,NA,1,NA,,,,,NA,,,
1722,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_ursina,NA,1,NA,,,,,NA,,,
1723,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_varians,NA,1,NA,,,,,NA,,,
1724,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_vilhelmii,NA,1,NA,,,,,NA,,,
1725,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_villosa,NA,1,NA,,,,,NA,,,
1726,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_weatherbyana,NA,1,NA,,,,,NA,,,
1727,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_wendlandii,NA,1,NA,,,,,NA,,,
1728,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_werffii,NA,1,NA,,,,,NA,,,
1729,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_williamsii,NA,1,NA,,,,,NA,,,
1739,Thelypteridaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Cyclogramma,Cyclogramma_auriculata,NA,NA,NA,,,,,NA,,,
1740,Thelypteridaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Cyclogramma,Cyclogramma_flexilis,NA,NA,NA,,,,,NA,,,
1741,Thelypteridaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Cyclogramma,Cyclogramma_omeiensis,NA,NA,NA,,,,,NA,,,
1745,Thelypteridaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Cyclosorus,Cyclosorus_interruptus,NA,NA,NA,,,,,NA,,,
1767,Woodsiaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Cystocarpium,Cystocarpium_roskamianum,NA,NA,NA,,,,,NA,,,
1867,Polypodiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dendroconche,Dendroconche_ampla,NA,NA,NA,,,,,NA,,,
1868,Polypodiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dendroconche,Dendroconche_annabellae,NA,NA,NA,,,,,NA,,,
1869,Polypodiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dendroconche,Dendroconche_linguiforme,NA,NA,NA,,,,,NA,,,
1870,Polypodiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dendroconche,Dendroconche_sayeri,NA,NA,NA,,,,,NA,,,
1871,Polypodiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dendroconche,Dendroconche_scandens,NA,NA,NA,,,,,NA,,,
1872,Polypodiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dendroconche,Dendroconche_varians,NA,NA,NA,,,,,NA,,,
1950,Desmophlebiaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Desmophlebium,Desmophlebium_lechleri,NA,NA,NA,,,,,NA,,,
2175,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Diploblechnum,Diploblechnum_acuminatum,NA,NA,NA,,,,,NA,,,
2176,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Diploblechnum,Diploblechnum_diversifolium,NA,NA,NA,,,,,NA,,,
2177,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Diploblechnum,Diploblechnum_fraseri,NA,NA,NA,,,,,NA,,,
2178,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Diploblechnum,Diploblechnum_lenormandii,NA,NA,NA,,,,,NA,,,
2179,Blechnaceae,Polypodiales,Eupolypods II,Eupolypods II,Eupolypods II,Diploblechnum,Diploblechnum_neglectum,NA,NA,NA,,,,,NA,,,
2227,Lomariopsidaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dracoglossum,Dracoglossum_plantagineum,NA,NA,NA,,,,,NA,,,
2228,Lomariopsidaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Dracoglossum,Dracoglossum_sinuatum,NA,NA,NA,,,,,NA,,,
2229,Tectariaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Draconopteris,Draconopteris_draconoptera,NA,NA,NA,,,,,NA,,,
